"Source","Sparsity_Index","Selected"
1,9.59307416910416,TRUE
2,14.5791664294134,FALSE
3,20.7188679867835,FALSE
4,20.0546937861515,FALSE
5,10.4954431287658,FALSE
6,2.21178445821491,TRUE
7,5.86949444377827,TRUE
8,11.3138131790031,FALSE
9,10.2645352512187,TRUE
10,15.609037894006,FALSE
11,25.2445512780782,FALSE
12,12.4052221920272,FALSE
